Code,Name,Geography,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
K02000001,UNITED KINGDOM,Country,69281437,667994,690113,732532,728400,755117,769993,779267,797192,819098,813307,816457,835063,854833,854532,843967,838259,845961,817099,806916,818350,821170,818799,823027,839316,863943,892223,905498,923421,909004,918824,940405,941624,965013,976481,973104,965382,974673,952137,944946,938632,908350,907303,899769,906682,907018,868755,806022,790242,806960,821405,831075,862822,894577,927472,904147,924411,921696,925871,920651,924094,910372,888080,863911,830550,795464,772753,748741,713842,683935,653386,648219,632318,606812,604393,605012,611491,634565,673831,505224,476740,461977,414914,357410,305273,300816,281337,256103,224742,195365,167231,625236
